#,Name,Description,Animation{Start},Animation{End},Icon,ClassJob,ClassJobCategory,ClassJobLevel,QuestRequirement,Specialist,,Cost,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL
100199,"Hastige Veredelung II","Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100200,"Hastige Veredelung II","Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100201,"Hastige Veredelung II","Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100202,"Hastige Veredelung II","Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100203,"Sorgfältige Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: <If(Equal(PlayerParameter(68),8))><If(GreaterThanOrEqualTo(PlayerParameter(69),82))>180<Else/>150</If><Else/>150</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1986,8,9,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100204,"Sorgfältige Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: <If(Equal(PlayerParameter(68),9))><If(GreaterThanOrEqualTo(PlayerParameter(69),82))>180<Else/>150</If><Else/>150</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1986,9,10,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100205,"Sorgfältige Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: <If(Equal(PlayerParameter(68),10))><If(GreaterThanOrEqualTo(PlayerParameter(69),82))>180<Else/>150</If><Else/>150</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1986,10,11,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100206,"Sorgfältige Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: <If(Equal(PlayerParameter(68),11))><If(GreaterThanOrEqualTo(PlayerParameter(69),82))>180<Else/>150</If><Else/>150</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1986,11,12,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100207,"Sorgfältige Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: <If(Equal(PlayerParameter(68),12))><If(GreaterThanOrEqualTo(PlayerParameter(69),82))>180<Else/>150</If><Else/>150</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1986,12,13,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100208,"Sorgfältige Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: <If(Equal(PlayerParameter(68),13))><If(GreaterThanOrEqualTo(PlayerParameter(69),82))>180<Else/>150</If><Else/>150</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1986,13,14,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100209,"Sorgfältige Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: <If(Equal(PlayerParameter(68),14))><If(GreaterThanOrEqualTo(PlayerParameter(69),82))>180<Else/>150</If><Else/>150</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1986,14,15,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100210,"Sorgfältige Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: <If(Equal(PlayerParameter(68),15))><If(GreaterThanOrEqualTo(PlayerParameter(69),82))>180<Else/>150</If><Else/>150</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1986,15,16,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100211,"Schnelle Bearbeitung II","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100212,"Schnelle Bearbeitung II","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100213,"Schnelle Bearbeitung II","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100214,"Schnelle Bearbeitung II","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100215,"Schnelle Bearbeitung II","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100216,"Schnelle Bearbeitung II","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100217,"Schnelle Bearbeitung II","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100218,"Schnelle Bearbeitung II","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100219,"Hingebungsvolle Veredelung","Die Qualität wird erhöht.
Zusatzeffekt bei Erfolg: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verdoppelt (max. 11)
Bei Fehlschlag: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> halbiert
Effizienz: 100
Erfolgswahrscheinlichkeit: 50 %",240,247,1534,-1,0,1,0,False,0,0,100219,100220,100221,100222,100223,100224,100225,100226
100220,"Hingebungsvolle Veredelung","Die Qualität wird erhöht.
Zusatzeffekt bei Erfolg: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verdoppelt (max. 11)
Bei Fehlschlag: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> halbiert
Effizienz: 100
Erfolgswahrscheinlichkeit: 50 %",240,247,1583,-1,0,1,0,False,0,0,100219,100220,100221,100222,100223,100224,100225,100226
100221,"Hingebungsvolle Veredelung","Die Qualität wird erhöht.
Zusatzeffekt bei Erfolg: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verdoppelt (max. 11)
Bei Fehlschlag: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> halbiert
Effizienz: 100
Erfolgswahrscheinlichkeit: 50 %",240,247,1634,-1,0,1,0,False,0,0,100219,100220,100221,100222,100223,100224,100225,100226
100222,"Hingebungsvolle Veredelung","Die Qualität wird erhöht.
Zusatzeffekt bei Erfolg: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verdoppelt (max. 11)
Bei Fehlschlag: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> halbiert
Effizienz: 100
Erfolgswahrscheinlichkeit: 50 %",240,247,1685,-1,0,1,0,False,0,0,100219,100220,100221,100222,100223,100224,100225,100226
100223,"Hingebungsvolle Veredelung","Die Qualität wird erhöht.
Zusatzeffekt bei Erfolg: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verdoppelt (max. 11)
Bei Fehlschlag: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> halbiert
Effizienz: 100
Erfolgswahrscheinlichkeit: 50 %",240,247,1733,-1,0,1,0,False,0,0,100219,100220,100221,100222,100223,100224,100225,100226
100224,"Hingebungsvolle Veredelung","Die Qualität wird erhöht.
Zusatzeffekt bei Erfolg: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verdoppelt (max. 11)
Bei Fehlschlag: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> halbiert
Effizienz: 100
Erfolgswahrscheinlichkeit: 50 %",240,247,1783,-1,0,1,0,False,0,0,100219,100220,100221,100222,100223,100224,100225,100226
100225,"Hingebungsvolle Veredelung","Die Qualität wird erhöht.
Zusatzeffekt bei Erfolg: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verdoppelt (max. 11)
Bei Fehlschlag: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> halbiert
Effizienz: 100
Erfolgswahrscheinlichkeit: 50 %",240,247,1834,-1,0,1,0,False,0,0,100219,100220,100221,100222,100223,100224,100225,100226
100226,"Hingebungsvolle Veredelung","Die Qualität wird erhöht.
Zusatzeffekt bei Erfolg: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> verdoppelt (max. 11)
Bei Fehlschlag: Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> halbiert
Effizienz: 100
Erfolgswahrscheinlichkeit: 50 %",240,247,1885,-1,0,1,0,False,0,0,100219,100220,100221,100222,100223,100224,100225,100226
100227,"Nachhaltige Veredelung","Das Sinken der Belastbarkeit wird um die Hälfte reduziert und die Qualität erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100<Indent/>%
Kann nicht während <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<Indent/>II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt werden.",240,247,1535,8,9,66,0,False,0,25,100227,100228,100229,100230,100231,100232,100233,100234
100228,"Nachhaltige Veredelung","Das Sinken der Belastbarkeit wird um die Hälfte reduziert und die Qualität erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100<Indent/>%
Kann nicht während <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<Indent/>II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt werden.",240,247,1584,9,10,66,0,False,0,25,100227,100228,100229,100230,100231,100232,100233,100234
100229,"Nachhaltige Veredelung","Das Sinken der Belastbarkeit wird um die Hälfte reduziert und die Qualität erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100<Indent/>%
Kann nicht während <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<Indent/>II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt werden.",240,247,1635,10,11,66,0,False,0,25,100227,100228,100229,100230,100231,100232,100233,100234
100230,"Nachhaltige Veredelung","Das Sinken der Belastbarkeit wird um die Hälfte reduziert und die Qualität erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100<Indent/>%
Kann nicht während <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<Indent/>II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt werden.",240,247,1686,11,12,66,0,False,0,25,100227,100228,100229,100230,100231,100232,100233,100234
100231,"Nachhaltige Veredelung","Das Sinken der Belastbarkeit wird um die Hälfte reduziert und die Qualität erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100<Indent/>%
Kann nicht während <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<Indent/>II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt werden.",240,247,1734,12,13,66,0,False,0,25,100227,100228,100229,100230,100231,100232,100233,100234
100232,"Nachhaltige Veredelung","Das Sinken der Belastbarkeit wird um die Hälfte reduziert und die Qualität erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100<Indent/>%
Kann nicht während <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<Indent/>II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt werden.",240,247,1784,13,14,66,0,False,0,25,100227,100228,100229,100230,100231,100232,100233,100234
100233,"Nachhaltige Veredelung","Das Sinken der Belastbarkeit wird um die Hälfte reduziert und die Qualität erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100<Indent/>%
Kann nicht während <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<Indent/>II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt werden.",240,247,1835,14,15,66,0,False,0,25,100227,100228,100229,100230,100231,100232,100233,100234
100234,"Nachhaltige Veredelung","Das Sinken der Belastbarkeit wird um die Hälfte reduziert und die Qualität erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100<Indent/>%
Kann nicht während <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Nachhaltigkeit<Indent/>II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> eingesetzt werden.",240,247,1886,15,16,66,0,False,0,25,100227,100228,100229,100230,100231,100232,100233,100234
100235,"Aufmerksame Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 200
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1536,-1,0,1,0,False,0,0,100235,100236,100237,100238,100239,100240,100241,100242
100236,"Aufmerksame Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 200
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1585,-1,0,1,0,False,0,0,100235,100236,100237,100238,100239,100240,100241,100242
100237,"Aufmerksame Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 200
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1636,-1,0,1,0,False,0,0,100235,100236,100237,100238,100239,100240,100241,100242
100238,"Aufmerksame Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 200
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1687,-1,0,1,0,False,0,0,100235,100236,100237,100238,100239,100240,100241,100242
100239,"Aufmerksame Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 200
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1735,-1,0,1,0,False,0,0,100235,100236,100237,100238,100239,100240,100241,100242
100240,"Aufmerksame Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 200
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1785,-1,0,1,0,False,0,0,100235,100236,100237,100238,100239,100240,100241,100242
100241,"Aufmerksame Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 200
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1836,-1,0,1,0,False,0,0,100235,100236,100237,100238,100239,100240,100241,100242
100242,"Aufmerksame Bearbeitung","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 200
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1887,-1,0,1,0,False,0,0,100235,100236,100237,100238,100239,100240,100241,100242
100243,"Aufmerksame Veredelung","Die Qualität wird erhöht.
Effizienz: 150
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1537,-1,0,1,0,False,0,0,100243,100244,100245,100246,100247,100248,100249,100250
100244,"Aufmerksame Veredelung","Die Qualität wird erhöht.
Effizienz: 150
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1586,-1,0,1,0,False,0,0,100243,100244,100245,100246,100247,100248,100249,100250
100245,"Aufmerksame Veredelung","Die Qualität wird erhöht.
Effizienz: 150
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1637,-1,0,1,0,False,0,0,100243,100244,100245,100246,100247,100248,100249,100250
100246,"Aufmerksame Veredelung","Die Qualität wird erhöht.
Effizienz: 150
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1688,-1,0,1,0,False,0,0,100243,100244,100245,100246,100247,100248,100249,100250
100247,"Aufmerksame Veredelung","Die Qualität wird erhöht.
Effizienz: 150
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1736,-1,0,1,0,False,0,0,100243,100244,100245,100246,100247,100248,100249,100250
100248,"Aufmerksame Veredelung","Die Qualität wird erhöht.
Effizienz: 150
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1786,-1,0,1,0,False,0,0,100243,100244,100245,100246,100247,100248,100249,100250
100249,"Aufmerksame Veredelung","Die Qualität wird erhöht.
Effizienz: 150
Erfolgswahrscheinlichkeit: 50 %
Kombo-Bedingung: <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Beobachten<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Erfolgswahrscheinlichkeit: 100<Indent/>%",239,246,1837,-1,0,1,0,False,0,0,100243,100244,100245,100246,100247,100248,100249,100250
